, Alcoholic Beverages, Champagne Toast, Coffee + Tea Service, Credit Card Processing Fee, Decor, Delivery, Equipment - TBD, Equipment Rentals, Equipment Rentals - TBD, Event Menu, Event Personnel, Florals, Florals - Outside, Gratuity, In House Equipment, In House Linens, In House Tables & Chairs, Lighting, Our Gift to You!, Service Charge, Soft Beverages, Specialty Menu Items, Specialty Soft Beverages, Subtotal, Suggestions & Options, Sweet Treats, Tenting, Total Discount, Valet, Venue Fee, Venue to Provide, Wedding Cake, Wine Service with Dinner,AE,Additional Fee,Additional Fee tax,Adult Guests,Alcoholic Beverages,Alcoholic Beverages Discount,CIS #,Champagne Toast,Champagne Toast Discount,Coffee + Tea Service,Coffee + Tea Service Discount,Credit Card Processing Fee,Credit Card Processing Fee Discount,Customer,Decor,Decor Discount,Definite,Delivery,Delivery Discount,Discounts,Entered By,Entered Date,Equipment - TBD,Equipment - TBD Discount,Equipment Rentals,Equipment Rentals - TBD,Equipment Rentals - TBD Discount,Equipment Rentals Discount,Estimate Total,Event Date,Event Menu,Event Menu Discount,Event Personnel,Event Personnel Discount,Event#,Florals,Florals - Outside,Florals - Outside Discount,Florals Discount,Gratuity,Gratuity Discount,In House Equipment,In House Equipment Discount,In House Linens,In House Linens Discount,In House Tables & Chairs,In House Tables & Chairs Discount,Lighting,Lighting Discount,Our Gift to You!,Our Gift to You! Discount,Sales Tax,Service Charge,Service Charge Discount,Soft Beverages,Soft Beverages Discount,Specialty Menu Items,Specialty Menu Items Discount,Specialty Soft Beverages,Specialty Soft Beverages Discount,State,Subtotal,Suggestions & Options,Suggestions & Options Discount,Sweet Treats,Sweet Treats Discount,Tenting,Tenting Discount,Valet,Valet Discount,Venue Fee,Venue Fee Discount,Venue to Provide,Venue to Provide Discount,Wedding Cake,Wedding Cake Discount,Wine Service with Dinner,Wine Service with Dinner Discount
302,,,75.0,,,150.0,,1379.3,,1232.0,3154.0,,,,500.0,176.0,,,,,247.5,,,6591.3,,,,110.0,,,,,,Elyse,,,154.0,,,12291,,,,,,,Lyle,,,01/27/16,,,,McFadden,11/23/2015,,,,,,,,2016-04-02,,,,,,,,,,,,,,,,,,,,,,659.13,,,,,,,,,DC,,,,,,,,,,,,,,,,,
303,360.0,,75.0,,,150.0,,357.5,,2424.0,1022.0,,,,785.62,,,,,,247.5,,,5061.62,,80.0,,110.0,,,,200.0,,Elyse,,,66.0,,,12789,,,,,,,Ragsdale,,,02/01/16,,,,McFadden,01/12/2016,,,,,,,,2016-04-02,,,,,,,,,,,,,,,,,,,,,,404.56,,,,,,,,,VA,,,,,,,,,,,,,,,,,
304,360.0,,,,,150.0,,,,830.0,687.0,,,,375.2,,,,,,60.0,,,2742.2,,80.0,,93.0,,,,200.0,,Elyse,,,40.0,,,13461,,,,,,,Virginia Hospital Center,,,03/22/16,,,,McFadden,03/10/2016,,,,,,,,2016-04-07,,,,,,,,,,,,,,,,,,,,,,216.73,,,,,,,,,VA,,,,,,,,,,,,,,,,,
305,,,75.0,,,150.0,,,,1250.0,1248.0,,,,218.5,213.0,,,,,,,,3026.5,,160.0,,,,,,,,Elyse,,,38.0,,,13539,,,,,,,Dumbarton Oaks,,,03/23/16,,,,McFadden,03/17/2016,,,,,,,,2016-04-08,,,,,,,,,,,,,,,,,,,,,,176.9,,,,,,,,,DC,,,,,,,,,,,,,,,,,
306,,,75.0,,,150.0,,,,840.0,910.0,,,,133.7,213.0,,,,,195.0,,,2421.7,,100.0,,208.96,,,,,,Elyse,,,40.0,,,13710,,,,,,,Jones,,,04/06/16,,,,McFadden,04/04/2016,,,,,,,,2016-04-10,,,,,,,,,,,,,,,,,,,,,,176.9,,,,,,,,,VA,,,,,,,,,,,,,,,,,
307,,,162.5,,,150.0,,1217.7,,2187.0,2542.0,,,,951.94,,,,,,195.0,,,6448.44,,260.0,,208.96,,,,,,Elyse,,,65.0,,,12957,,,,,,,Jewelers of America,,,02/23/16,,,,McFadden,01/28/2016,,,,,,,,2016-04-12,,,,,,,,,,,,,,,,,,,,,,490.09,,,,,,,,,VA,,,,,,,,,,,,,,,,,
308,,,,,,150.0,,1217.7,,4439.75,3376.0,,,,922.72,,,,,,436.0,,,10797.17,,405.0,,1185.22,,,,,,Elyse,,,109.0,,,11120,,,,,,,Digby,,,01/09/16,,,,Cheung,08/24/2015,,,,,,,,2016-04-16,,,,,,,,,,,,,,,,,,,,,,859.06,,,,,,,,,VA,,,,,,,,,,,,,,,,,
309,,,,,,150.0,,,,1710.0,846.0,,,,685.32,,,,,,,,,3571.32,,180.0,,120.93,,,,,,Elyse,,,45.0,,,13499,,,,,,,Hawthorne,,,04/14/16,,,,McFadden,03/14/2016,,,,,,,,2016-04-21,,,,,,,,,,,,,,,,,,,,,,280.88,,,,,,,,,VA,,,,,,,,,,,,,,,,,
310,,,62.5,,,150.0,,176.0,,1100.0,1494.0,,,,379.5,,,,,,225.0,,,2973.5,,160.0,,811.5,,,,,,Elyse,,,100.0,,,13698,,,,,,,Esperanza Fund,,,04/07/16,,,,Cheung,04/04/2016,,,,,,,,2016-04-21,,,,,,,,,,,,,,,,,,,,,,311.65,,,,,,,,,DC,,,,,,,,,,,,,,,,,
311,,,62.5,,,150.0,,176.0,,1820.0,546.0,,,,693.0,,,,,,225.0,,86.0,3832.5,,160.0,,599.0,,,,,,Elyse,,,60.0,,,13487,,,,,,,MacArtthur,,,04/05/16,,,,McFadden,03/13/2016,,,,,,,,2016-04-23,,,,,,,,,,,,,,,,,,,,,,311.65,,,,,,,,,MD,,,,,,,,,,,,,,,,,
312,,,262.5,,,150.0,,,,2985.0,2860.0,,,,1729.12,,,,,,187.5,,86.0,7810.12,,750.0,,599.0,,,,,,Elyse,,,86.0,,,11202,,,,,,,Chesley,,,01/27/16,,,,Arline,09/01/2015,,,,,,,,2016-04-23,,,,,,,,,,,,,,,,,,,,,,582.45,,,,,,,,,MD,,,,,,,,,,,,,,,,,
313,,,262.5,,,150.0,,,,3961.25,3348.5,,,,1562.75,,,,,,187.5,,,10222.5,,750.0,,844.75,,,,,,Elyse,,,125.0,,,13078,,,,,,,Archdiocese of Washington,,,03/15/16,,,,Keene,02/08/2016,,,,,,,,2016-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD,,,,,,,,,,,,,,,,,
314,472.0,,,,,75.0,,,,796.0,986.0,,,,120.0,155.0,,,,,,,,991.0,,,,,,,,,,Elyse,,,30.0,,,12978,,,,,,,MIT Alumni Association of Washington DC,,,02/29/16,,,,McFadden,02/01/2016,,,,,,,,2016-04-26,,,,,,,,,,,,,,,,,,,,,,328.94,,,,,,,,,DC,,,,,,,,,,,,,,,,,
315,472.0,,,,,150.0,,,,1040.0,986.0,,,,486.35,155.0,,,,,,,,3289.35,,,,50.0,,,,,,Elyse,,,65.0,,,13602,,,,,,,K&L Gates,,,04/07/16,,,,McFadden,03/23/2016,,,,,,,,2016-04-28,,,,,,,,,,,,,,,,,,,,,,328.94,,,,,,,,,DC,,,,,,,,,,,,,,,,,
316,,,75.0,,,,,,,160.0,2574.0,,,,1422.75,,,,,,,15.95,,160.0,,,,50.0,,,,,,Elyse,,,4.0,,,13968,,,,,,,Williams,,,04/29/16,,,,McFadden,04/27/2016,,,,,,,,2016-04-30,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,MD,,,,,,,,,,,,,,,,,
317,1000.0,,75.0,,,150.0,,1307.0,,3570.0,2574.0,,,,1422.75,,,,,,375.0,15.95,,7657.7,,400.0,,1030.0,,,,,,Elyse,,,105.0,,,10050,,,,,,,Top Of The Town,,,08/04/15,,,,Cheung,04/29/2015,,,,,,,,2016-04-30,,,,,,,,,,,,,,,,,,,,,,605.91,,,,,,,,,VA,,,,,,,,,,,,,,,,,
318,1000.0,,,,,150.0,,1307.0,,1700.0,1878.0,,,,779.0,,,,,,375.0,,,7589.0,,400.0,,,,,,,,Elyse,,,100.0,,,13782,,,,,,,National Cooperative Business Association,,,04/20/16,,,,Gordon,04/12/2016,,,,,,,,2016-05-02,,,,,,,,,,,,,,,,,,,,,,758.9,,,,,,,,,DC,,,,,,,,,,,,,,,,,
319,,,,,,35.0,,,,480.0,1574.0,,,,50.0,,,,,,,,,565.0,,,,270.48,,,,,,Elyse,,,10.0,,,13986,,,,,,,Alliance of Automobile Manufacturers,,,04/29/16,,,,McFadden,04/29/2016,,,,,,,,2016-05-02,,,,,,,,,,,,,,,,,,,,,,56.5,,,,,,,,,DC,,,,,,,,,,,,,,,,,
320,,,,,,150.0,,,,2370.0,1574.0,,,,695.52,,,,,,,,,4789.52,,,,270.48,,,,,,Elyse,,,120.0,,,13097,,,,,,,CRDF Global,,,04/25/16,,,,McFadden,02/09/2016,,,,,,,,2016-05-04,,,,,,,,,,,,,,,,,,,,,,373.17,,,,,,,,,VA,,,,,,,,,,,,,,,,,
321,,,625.0,,,150.0,,4945.0,,6987.0,2310.0,,,,2309.0,,,,,,,,,2310.0,,300.0,,9401.0,,,,,,Elyse,,,300.0,,,13972,,,,,,,AV Creation Group,,,04/29/16,,,,McFadden,04/28/2016,,,,,,,,2016-05-05,,,,,,,,,,,,,,,,,,,,,,138.6,,,,,,,,,VA,,,,,,,,,,,,,,,,,
322,,,625.0,,,150.0,,4945.0,,6987.0,4524.0,,,,2309.0,,,,,,,,,19840.0,,300.0,,9401.0,,,,,,Elyse,,,500.0,,,12164,,,,,,,Georgetown Day School,,,11/13/15,,,,McFadden,11/10/2015,,,,,,,,2016-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,,,,,,,
323,,,150.0,,,75.0,,1078.25,,3800.5,2608.0,,,400.0,931.8,625.0,,,,,184.5,,,3875.5,,420.0,,310.5,,,,,,Elyse,,,140.0,,,13873,,,,,,,Dumbarton Oaks,,,04/27/16,,,,McFadden,04/19/2016,,,,,,,,2016-05-07,,,,,,,,,,,,,,,,,,,,,,817.04,,,,,,,,,DC,,,,,,,,,,,,,,,,,
324,,,150.0,,,150.0,,1078.25,,4270.0,2608.0,,,400.0,931.8,625.0,,,,,184.5,,,10817.55,,420.0,,310.5,,,,,,Elyse,,,123.0,,,11310,,,,,,,Shull,,,12/15/15,,,,Gordon,09/10/2015,,,,,,,,2016-05-07,,,,,,,,,,,,,,,,,,,,,,817.04,,,,,,,,,VA,,,,,,,,,,,,,,,,,
325,,,,,,150.0,,2269.7,,6821.5,4470.0,,,960.0,2237.4,,,,,,540.0,15.95,,18293.6,,810.0,,932.1,,,,,,Elyse,,,135.0,,,9147,,,,,,,Dumain,,,09/02/15,,,,Arline,02/17/2015,,,,,,,,2016-05-07,,,,,,,,,,,,,,,,,,,,,,1733.36,,,,,,,,,DC,,,,,,,,,,,,,,,,,
326,386.0,,,,,75.0,,,,3000.0,5363.0,,,,2890.0,,,,,,,15.95,,11268.95,,,,1018.0,,,,,,Elyse,,,100.0,,,9660,,,,,,,Top Of The Town,,,04/01/15,,,,Cheung,03/31/2015,,,,,,,,2016-05-07,,,,,,,,,,,,,,,,,,,,,,796.78,,,,,,,,,VA,,,,,,,,,,,,,,,,,
327,386.0,,,,,75.0,,,,560.0,168.0,,,,50.0,,,,,,,,,1239.0,,,,,,,,,,Elyse,,,25.0,,,13946 A,,,,,,,Alliance of Automobile Manufacturers,,,05/06/16,,,,McFadden,04/26/2016,,,,,,,,2016-05-10,,,,,,,,,,,,,,,,,,,,,,123.9,,,,,,,,,DC,,,,,,,,,,,,,,,,,
328,178.0,,,,,,,645.25,,320.0,147.0,,,,50.0,687.0,,,,,550.5,544.0,,695.0,,544.0,,522.0,,,,135.25,,Elyse,,,15.0,,,13946 B,,,,,,,Alliance of Automobile Manufacturers,,,04/29/16,,,,McFadden,04/26/2016,,,,,,,,2016-05-10,,,,,,,,,,,,,,,,,,,,,,69.5,,,,,,,,,DC,,,,,,,,,,,,,,,,,
329,,,87.5,,,150.0,,645.25,,5176.5,5350.0,,,,2423.96,687.0,,,,,550.5,544.0,,16056.46,,544.0,,522.0,,,,135.25,,Elyse,,,136.0,,,9104,,,,,,,DiBraccio,,,07/02/15,,,,McFadden,02/11/2015,,,,,,,,2016-05-14,,,,,,,,,,,,,,,,,,,,,,1241.41,,,,,,,,,VA,,,,,,,,,,,,,,,,,
330,460.0,,87.5,,,150.0,,,,1575.0,1162.0,,,,240.1,,,,,,140.0,,,3354.6,,200.0,,195.9,,,,,,Elyse,,,35.0,,,13054,,,,,,,Thurgood Marshall College Fund,,,04/05/16,,,,McFadden,02/04/2016,,,,,,,,2016-05-20,,,,,,,,,,,,,,,,,,,,,,393.15,,,,,,,,,DC,,,,,,,,,,,,,,,,,
331,460.0,,,,,150.0,,,,1150.0,1190.0,,,,681.5,241.5,,,,,100.0,,,3931.5,,200.0,,736.75,,,,,,Elyse,,,50.0,,,14206,,,,,,,The Walker Marchant Group,,,05/20/16,,,,McFadden,05/19/2016,,,,,,,,2016-05-23,,,,,,,,,,,,,,,,,,,,,,393.15,,,,,,,,,DC,,,,,,,,,,,,,,,,,
332,,,,,,150.0,,1000.0,,2887.5,2058.0,,,,656.25,241.5,,,,,175.0,,,6168.25,,300.0,,736.75,,,,,,Elyse,,,175.0,,,13713,,,,,,,Georgetown University,,,04/13/16,,,,McFadden,04/04/2016,,,,,,,,2016-05-26,,,,,,,,,,,,,,,,,,,,,,670.11,,,,,,,,,VA,,,,,,,,,,,,,,,,,
333,,,,,,150.0,,1000.0,,2766.5,3926.0,,,,593.0,372.0,,,,,100.0,,,9057.5,,300.0,,2290.0,,,,,,Elyse,,,98.0,,,11547,,,,,,,Capati,,,10/14/15,,,,Gordon,09/28/2015,,,,,,,,2016-05-27,,,,,,,,,,,,,,,,,,,,,,670.11,,,,,,,,,VA,,,,,,,,,,,,,,,,,
334,,,101.5,,,150.0,,,,1566.0,5494.0,,,,2300.45,,,,,,652.5,15.95,116.0,10162.95,,,,766.81,,,,,,Elyse,,,174.0,,,10857,,,,,,,Sadkova,,,02/15/16,,,,McFadden,07/28/2015,,,,,,,,2016-05-28,,,,,,,,,,,,,,,,,,,,,,1016.3,,,,,,,,,DC,,,,,,,,,,,,,,,,,
335,,,101.5,,,150.0,,,,1918.0,2273.0,,,,1066.62,155.0,,,,,,15.95,116.0,5491.07,,,,871.0,,,,,,Elyse,,,58.0,,,11199,,,,,,,Top Of The Town,,,05/04/16,,,,McFadden,09/01/2015,,,,,,,,2016-05-29,,,,,,,,,,,,,,,,,,,,,,415.53,,,,,,,,,VA,,,,,,,,,,,,,,,,,
336,,,50.0,,,150.0,,,,1020.0,1072.0,,,,465.4,155.0,,,,,280.0,,,2862.4,,420.0,,,,,,,,Elyse,,,60.0,,,13451,,,,,,,K&L Gates,,,05/12/16,,,,McFadden,03/10/2016,,,,,,,,2016-06-02,,,,,,,,,,,,,,,,,,,,,,286.24,,,,,,,,,DC,,,,,,,,,,,,,,,,,
337,,,50.0,,,150.0,,,,1540.0,1176.0,,,,705.6,93.0,,,,,280.0,,,4414.6,,420.0,,1338.0,,,,,,Elyse,,,70.0,,,13867,,,,,,,Andrew Roby Events,,,05/10/16,,,,McFadden,04/18/2016,,,,,,,,2016-06-04,,,,,,,,,,,,,,,,,,,,,,347.48,,,,,,,,,MD,,,,,,,,,,,,,,,,,
338,,,165.0,,,150.0,,,,2580.0,1149.0,,,,535.0,,,,,,375.0,,,4789.0,,132.0,,1338.0,,,,,,Elyse,,,150.0,,,13732,,,,,,,Chamber of Commerce of Hawaii,,,05/12/16,,,,McFadden,04/06/2016,,,,,,,,2016-06-07,,,,,,,,,,,,,,,,,,,,,,478.9,,,,,,,,,DC,,,,,,,,,,,,,,,,,
339,1416.0,,165.0,,,80.0,,,,1427.25,2050.0,,,,185.79,,,,,,198.0,,,2188.04,,132.0,,1981.67,,,,285.0,,Elyse,,,33.0,,,14289 A,,,,,,,Keystone Policy Center,,,06/01/16,,,,McFadden,05/26/2016,,,,,,,,2016-06-08,,,,,,,,,,,,,,,,,,,,,,218.81,,,,,,,,,DC,,,,,,,,,,,,,,,,,
340,1416.0,,81.25,,,150.0,,,,2755.0,2050.0,,,,753.68,,,,,,195.0,31.9,,7685.93,,,,1981.67,,,,285.0,,Elyse,,,65.0,,,14068,,,,,,,Cheiron,,,05/09/16,,,,McFadden,05/09/2016,,,,,,,,2016-06-08,,,,,,,,,,,,,,,,,,,,,,641.45,,,,,,,,,VA,,,,,,,,,,,,,,,,,
341,,,150.0,,,50.0,,,,3503.0,3230.0,,,,1761.67,511.5,,,,,240.0,31.9,,8751.57,,,,1148.0,,,,75.0,,Elyse,,,113.0,,,8671,,,,,,,Top Of The Town,,,01/12/15,,,,McFadden,01/11/2015,,,,,,,,2016-06-11,,,,,,,,,,,,,,,,,,,,,,675.49,,,,,,,,,VA,,,,,,,,,,,,,,,,,
342,,,,,,50.0,,,,2280.0,2556.0,,,,939.9,511.5,,,,,240.0,,,6577.4,,540.0,,896.2,,,,,,Elyse,,,80.0,,,11393,,,,,,,Strasser,,,11/13/15,,,,Gordon,09/16/2015,,,,,,,,2016-06-11,,,,,,,,,,,,,,,,,,,,,,492.44,,,,,,,,,VA,,,,,,,,,,,,,,,,,
343,,,,,,150.0,,3111.8,,5310.0,3744.0,,,,2174.4,500.0,,,,,780.0,,,12418.4,,540.0,,1173.15,,1422.43,,900.0,,Elyse,,,180.0,,,12170,,,,,,,Clements,,,03/22/16,,,,McFadden,11/10/2015,,,,,,,,2016-06-12,,,,,,,,,,,,,,,,,,,,,,970.1,,,,,,,,,VA,,,,,,,,,,,,,,,,,
344,2240.0,,,,,150.0,,3111.8,,6141.0,4192.0,,,,2061.27,713.0,,,,,780.0,,,18758.5,,560.0,,1173.15,,1422.43,,900.0,,Elyse,,,156.0,,,12324,,,,,,,Carter,,,02/03/16,,,,Arline,11/25/2015,,,,,,,,2016-06-12,,,,,,,,,,,,,,,,,,,,,,1344.01,,,,,,,,,MD,,,,,,,,,,,,,,,,,
345,2240.0,,,,,150.0,,,,2740.0,2442.0,,,,1286.6,713.0,,,,,560.0,,,10691.6,,560.0,,150.0,,,,,,Elyse,,,140.0,,,13763,,,,,,,Andrew Roby Events,,,04/15/16,,,,McFadden,04/08/2016,,,,,,,,2016-06-15,,,,,,,,,,,,,,,,,,,,,,1069.16,,,,,,,,,DC,,,,,,,,,,,,,,,,,
346,,,,,,,,,,1470.0,2340.0,,,,782.53,,,,,,,15.95,,4592.53,,,,150.0,,,,,,Elyse,,,49.0,,,13781,,,,,,,Top Of The Town,,,05/12/16,,,,McFadden,04/12/2016,,,,,,,,2016-06-17,,,,,,,,,,,,,,,,,,,,,,334.35,,,,,,,,,VA,,,,,,,,,,,,,,,,,
347,,,,,,150.0,,,,3063.0,2511.0,,,,1228.5,622.0,,,,,544.0,15.95,,6818.45,,816.0,,907.0,,,,65.0,,Elyse,,,90.0,,,10504,,,,,,,Top Of The Town,,,07/08/15,,,,McFadden,06/16/2015,,,,,,,,2016-06-18,,,,,,,,,,,,,,,,,,,,,,532.27,,,,,,,,,VA,,,,,,,,,,,,,,,,,
348,,,100.0,,,150.0,,2377.9,,4548.0,5325.0,,,,2339.66,622.0,,,,,544.0,164.0,186.0,14573.66,,816.0,,118.0,,833.16,,65.0,,Elyse,,,125.0,,,10593,,,,,,,McKearney,,,08/04/15,,,,McFadden,06/29/2015,,,,,,,,2016-06-24,,,,,,,,,,,,,,,,,,,,,,1110.9,,,,,,,,,VA,,,,,,,,,,,,,,,,,
349,,,100.0,,,150.0,,2377.9,,2996.75,3006.0,,,,1504.17,,,,,,348.75,48.0,186.0,11542.73,,40.0,,222.84,,833.16,,,,Elyse,,,100.0,,,12293,,,,,,,Schuh,,,02/29/16,,,,Arline,11/23/2015,,,,,,,,2016-07-02,,,,,,,,,,,,,,,,,,,,,,780.44,,,,,,,,,MD,,,,,,,,,,,,,,,,,
350,,,105.0,,,,,,,3294.0,2812.0,,,,1785.6,,,,,,240.0,48.0,,8044.6,,120.0,,1107.0,,,,,,Elyse,,,107.0,,,10832,,,,,,,Top Of The Town,,,08/17/15,,,,McFadden,07/27/2015,,,,,,,,2016-07-02,,,,,,,,,,,,,,,,,,,,,,620.56,,,,,,,,,VA,,,,,,,,,,,,,,,,,
351,,,126.0,,,,,464.0,,3690.0,3258.0,,,,1785.6,,,,,,240.0,63.8,,9283.4,,120.0,,894.0,,1648.0,,,,Elyse,,,120.0,,,12237,,,,,,,Top of The Town,,,11/16/15,,,,McFadden,11/16/2015,,,,,,,,2016-07-04,,,,,,,,,,,,,,,,,,,,,,726.6,,,,,,,,,VA,,,,,,,,,,,,,,,,,
352,,,,,,,,464.0,,8200.0,5158.0,,,,2730.0,,,,,,400.0,,,18600.0,,300.0,,5100.0,,1648.0,,,,Elyse,,,550.0,,,13376,,,,,,,Confetti Events LLC,,,06/23/16,,,,McFadden,03/02/2016,,,,,,,,2016-07-10,,,,,,,,,,,,,,,,,,,,,,1361.12,,,,,,,,,MD,,,,,,,,,,,,,,,,,
353,,,,,,150.0,,,,1050.0,966.0,,,,487.5,,,,,,,,,2803.5,,300.0,,150.0,,,,,,Elyse,,,75.0,,,14701,,,,,,,Drobec,,,07/02/16,,,,McFadden,06/29/2016,,,,,,,,2016-07-10,,,,,,,,,,,,,,,,,,,,,,222.21,,,,,,,,,VA,,,,,,,,,,,,,,,,,
354,,,,,,150.0,,,,875.0,210.0,,,,210.0,,,,,,108.0,,,1525.0,,80.0,,248.0,,367.2,,,,Elyse,,,35.0,,,14746,,,,,,,Tanner,,,07/07/16,,,,McFadden,07/06/2016,,,,,,,,2016-07-14,,,,,,,,,,,,,,,,,,,,,,120.7,,,,,,,,,VA,,,,,,,,,,,,,,,,,
355,,,,,,150.0,,1024.35,,1863.0,789.0,,,,588.0,1200.0,,,,,108.0,,,4189.2,,324.0,,248.0,,367.2,,,,Elyse,,,54.0,,,13433,,,,,,,Davis Polk & Wardwell,,,05/12/16,,,,McFadden,03/09/2016,,,,,,,,2016-07-14,,,,,,,,,,,,,,,,,,,,,,312.12,,,,,,,,,VA,,,,,,,,,,,,,,,,,
356,,,,,,150.0,,1024.35,,23000.0,10485.0,,,,176.4,1200.0,,,,,25.0,84.0,,39709.35,,3850.0,,5250.0,,,,,,Elyse,,,1000.0,,,13315KICH1,,,,,,,National Organization of Black Law Enforcement Executives,,,06/14/16,,,,McFadden,02/28/2016,,,,,,,,2016-07-18,,,,,,,,,,,,,,,,,,,,,,3447.56,,,,,,,,,VA,,,,,,,,,,,,,,,,,
357,,,140.0,,,150.0,,,,500.5,462.0,,,,176.4,,,,,,25.0,84.0,,1397.9,,,,1107.0,,,,,,Elyse,,,18.0,,,13812,,,,,,,Hummer,,,05/24/16,,,,McFadden,04/13/2016,,,,,,,,2016-07-23,,,,,,,,,,,,,,,,,,,,,,99.25,,,,,,,,,VA,,,,,,,,,,,,,,,,,
358,,,140.0,,,150.0,,,,3480.0,3177.0,,,,1726.08,,,,,,250.0,63.8,,8586.88,,200.0,,1107.0,,,,,,Elyse,,,116.0,,,12667,,,,,,,Top Of The Town,,,01/04/16,,,,McFadden,01/04/2016,,,,,,,,2016-07-29,,,,,,,,,,,,,,,,,,,,,,662.56,,,,,,,,,VA,,,,,,,,,,,,,,,,,
359,,,125.0,,,150.0,,,,1510.0,1274.0,,,,495.0,418.5,,,,,250.0,,,4004.0,,200.0,,882.86,,,,,,Elyse,,,50.0,,,14164,,,,,,,Haynes,,,06/29/16,,,,McFadden,05/17/2016,,,,,,,,2016-08-04,,,,,,,,,,,,,,,,,,,,,,314.64,,,,,,,,,VA,,,,,,,,,,,,,,,,,
360,,,,,,150.0,,1894.5,,4045.0,3432.0,,,800.0,1893.16,418.5,,,,,495.0,,,10433.66,,,,882.86,,,,,,Elyse,,,132.0,,,12292,,,,,,,Marino,,,02/17/16,,,,Gordon,11/23/2015,,,,,,,,2016-08-05,,,,,,,,,,,,,,,,,,,,,,798.62,,,,,,,,,VA,,,,,,,,,,,,,,,,,
361,,,90.0,,,150.0,,1894.5,,3911.0,3358.0,,,800.0,1224.97,651.0,,,,,484.0,16.0,,11822.47,,,,1172.0,,,,,,Elyse,,,121.0,,,11341,,,,,,,Callaghan,,,10/14/15,,,,Gordon,09/14/2015,,,,,,,,2016-08-06,,,,,,,,,,,,,,,,,,,,,,1102.25,,,,,,,,,DC,,,,,,,,,,,,,,,,,
362,,,90.0,,,150.0,,619.0,,3156.0,3548.0,,,,1587.45,651.0,,,,,216.0,16.0,,9198.45,,,,670.17,,,,,,Elyse,,,95.0,,,12836,,,,,,,Olaya,,,04/27/16,,,,McFadden,01/15/2016,,,,,,,,2016-08-12,,,,,,,,,,,,,,,,,,,,,,673.39,,,,,,,,,VA,,,,,,,,,,,,,,,,,
363,,,,,,150.0,,619.0,,1322.25,1722.0,,,,458.45,,,,,,216.0,214.0,,4701.7,,300.0,,670.17,,,,,150.0,Elyse,,,51.0,,,13201,,,,,,,Fakunle,,,05/24/16,,,,McFadden,02/17/2016,,,,,,,,2016-08-21,,,,,,,,,,,,,,,,,,,,,,343.2,,,,,,,,,VA,,,,,,,,,,,,,,,,,
364,780.0,175.0,,,,150.0,,,,1845.0,2089.0,,,,670.0,,,,,,150.0,150.0,,4684.0,,300.0,,1617.2,,,,,150.0,Elyse,,,40.0,,,14989 A,,,,,,,Archdiocese of Washington,,,08/11/16,,,,McFadden,07/29/2016,,,,,,,,2016-08-24,,,,,,,,,,,,,,,,,,,,,,598.3,,,,,,,,,DC,,,,,,,,,,,,,,,,,
365,780.0,175.0,,,,150.0,,,,1885.0,2018.0,,,,670.0,,,,,,260.0,,,5983.0,,,,167.5,,,,,45.0,Elyse,,,65.0,,,15077,,,,,,,Bowden,,,08/13/16,,,,McFadden,08/08/2016,,,,,,,,2016-08-26,,,,,,,,,,,,,,,,,,,,,,598.3,,,,,,,,,DC,,,,,,,,,,,,,,,,,
366,,,,,,150.0,,1220.5,,2520.0,2289.0,,,,1035.0,,,,,,385.0,,,5994.0,,,,345.0,,,,,,Elyse,,,120.0,,,12930,,,,,,,Cruse,,,02/10/16,,,,Gordon,01/27/2016,,,,,,,,2016-08-26,,,,,,,,,,,,,,,,,,,,,,451.44,,,,,,,,,VA,,,,,,,,,,,,,,,,,
367,,,124.74,,,100.0,,1220.5,,3564.0,1902.0,,,,994.2,,,,,,385.0,31.9,,4601.7,,,,978.5,,,,,,Elyse,,,110.0,,,13412,,,,,,,Dye,,,06/27/16,,,,McFadden,03/08/2016,,,,,,,,2016-09-04,,,,,,,,,,,,,,,,,,,,,,460.17,,,,,,,,,DC,,,,,,,,,,,,,,,,,
368,,,124.74,,,75.0,,,,3564.0,2340.0,,,,1661.04,,,,,,,31.9,,7721.68,,,,1168.0,,,,,,Elyse,,,108.0,,,10966,,,,,,,Top Of The Town,,,08/12/15,,,,McFadden,08/09/2015,,,,,,,,2016-09-05,,,,,,,,,,,,,,,,,,,,,,612.12,,,,,,,,,VA,,,,,,,,,,,,,,,,,
369,,,,,,75.0,,,,796.0,231.0,,,,120.0,,,,,,,,,991.0,,,,,,,,,,Elyse,,,30.0,,,14334,,,,,,,MIT Alumni Association of Washington DC,,,06/10/16,,,,McFadden,06/02/2016,,,,,,,,2016-09-08,,,,,,,,,,,,,,,,,,,,,,13.86,,,,,,,,,DC,,,,,,,,,,,,,,,,,
370,,,,,,150.0,,1155.0,,3841.5,231.0,,,,1021.3,460.0,,,,,337.5,,,231.0,,,,325.0,,,,,,Elyse,,,30.0,,,15427,,,,,,,Redjaee,,,09/07/16,,,,McFadden,09/07/2016,,,,,,,,2016-09-09,,,,,,,,,,,,,,,,,,,,,,13.86,,,,,,,,,VA,,,,,,,,,,,,,,,,,
